
12,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,486,414,15,452,460,0,0,99,94,43,81,31,39,22,27,24,20,18,22,17,16,41,12,32,33,81,10,36,46,23,5,12,6,5,3,2,0,0,0
13,100,0.005511,687,687,1000,1,1,2.0,2.748,2.748,4,433,463,22,460,463,2,2,105,92,30,81,46,26,15,45,24,13,16,22,11,15,19,9,2,17,13,2,11,13,14,10,25,13,9,23,65,7,10,58,12,3,2,10,3,0,0,3,1,0,0,1,0,0
14,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,499,401,13,451,453,0,0,135,93,18,104,52,14,10,47,52,7,5,45,84,3,5,60,114,1,10,25,12,0,0,2,2,0,0,0
15,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,469,431,12,467,458,0,0,99,93,33,81,36,27,11,32,61,10,17,54,47,12,21,42,83,16,49,48,7,14,5,2,0,0
16,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,489,411,13,458,456,0,0,104,88,22,87,61,19,9,49,50,6,0,39,72,0,0,52,117,0,0,63,52,0,0,8,2,0,0,0
17,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,512,388,9,470,462,0,0,95,95,46,78,82,36,41,63,123,28,59,59,50,17,16,10,0,2,0,0
18,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,475,425,18,459,466,0,0,103,94,39,68,37,29,13,29,29,10,7,29,25,7,2,23,23,2,19,22,26,18,13,24,43,11,53,19,22,29,17,8,2,3,2,0,0,0
19,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,493,407,12,457,464,0,0,104,89,39,78,46,29,23,40,42,20,16,36,76,9,4,51,129,1,1,45,13,0,0,9,0,0
20,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,472,428,14,445,464,0,0,108,92,42,87,46,29,21,42,43,15,8,36,32,7,5,26,72,2,27,52,37,11,17,23,8,4,6,2,0,0
21,100,0.005511,687,687,1000,1,1,2.0,2.748,2.748,4,455,441,18,447,464,2,2,95,90,30,77,34,23,10,32,20,9,8,20,19,7,1,16,14,1,11,14,28,11,11,27,62,10,20,55,57,13,31,30,3,4,1,2,0,0
22,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,492,408,13,469,464,0,0,83,93,35,68,52,32,21,46,49,18,4,47,31,4,4,29,76,3,50,43,72,14,14,11,1,0,0,0
23,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,507,393,11,470,463,0,0,106,91,24,85,72,18,19,53,83,13,12,71,163,5,1,50,25,0,0,7,2,0,0,0
24,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,468,432,12,446,473,0,0,107,98,42,91,47,38,24,44,38,20,21,32,95,16,45,67,24,17,23,5,1,4,1,0,0,0
25,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,460,440,16,469,450,0,0,106,92,29,89,46,23,17,41,34,16,13,32,25,10,11,23,32,11,7,29,69,4,35,49,18,15,16,4,1,2,1,0,0,0
26,100,0.005511,687,687,1000,193,192,182.0,2.748,2.748,364,242,294,22,469,460,182,182,105,85,24,82,37,21,18,33,10,17,5,10,6,5,6,6,13,6,1,12,7,0,0,7,2,0,0,2,3,0,0,3,2,0,0,2,1,0,0,1,2,0,0,2,0,0
27,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,467,433,16,460,458,0,0,101,93,29,75,58,23,16,54,41,13,5,39,33,5,5,30,52,4,9,48,52,7,47,20,9,15,8,3,2,2,0,2,0,0
28,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,426,474,31,470,446,0,0,110,85,21,81,34,16,7,32,12,6,3,12,9,3,2,9,4,2,4,4,5,4,2,5,2,2,6,2,2,6,7,2,0,7,10,0,0,10,5,0,0,5,11,0,0,11,48,0,0,48,83,0,0,83,33,0,0,33,6,0,0,6,0,0
29,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,438,462,17,459,461,0,0,95,91,28,79,32,24,33,28,16,27,36,10,3,32,31,2,4,31,52,3,8,51,58,4,11,54,29,3,0,21,2,0,0,2,0,0
30,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,471,429,16,459,462,0,0,93,92,32,78,36,28,12,34,38,11,12,29,57,11,8,50,84,5,23,60,64,3,4,22,5,1,0,2,3,0,0,3,0,0
31,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,483,417,14,455,459,0,0,100,86,38,70,31,29,29,28,28,29,14,26,16,12,13,14,22,13,80,11,46,69,62,7,2,23,2,0,0,0
32,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,494,406,12,464,461,0,0,107,94,27,83,75,21,17,71,85,14,33,60,101,15,33,35,11,6,3,5,1,2,1,0,0,0
33,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,450,450,14,461,464,0,0,98,94,36,81,59,30,23,47,43,18,18,40,68,15,16,59,57,9,15,47,9,5,6,4,1,1,1,0,0,0
34,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,451,449,16,465,456,0,0,102,93,35,79,41,29,17,34,25,14,24,23,21,22,33,17,17,31,54,6,10,45,53,3,6,46,11,1,1,6,1,0,0,0
35,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,437,463,22,459,468,0,0,98,94,24,84,27,22,4,27,14,4,7,14,15,7,10,15,27,10,11,26,31,10,7,31,60,7,7,58,45,5,23,30,14,8,9,7,1,2,1,1,1,1,1,0,0,0
36,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,481,419,14,457,463,0,0,99,90,25,78,46,22,11,44,30,11,7,30,45,6,10,40,71,6,10,55,99,6,20,26,8,1,0,4,0,0
37,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,423,477,21,466,464,0,0,89,94,29,68,30,25,23,27,13,20,12,12,19,12,8,18,11,6,18,9,6,16,21,5,2,21,58,2,0,58,66,0,0,66,16,0,0,16,2,0,0,2,0,0
38,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,475,425,14,459,462,0,0,100,94,27,83,57,26,18,54,44,14,13,38,44,11,19,35,80,11,27,43,36,6,8,7,1,3,1,0,0,0
39,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,433,467,18,474,469,0,0,76,95,25,62,33,19,37,30,37,33,12,30,14,11,13,14,26,10,7,20,46,4,4,44,62,2,7,58,29,3,1,28,4,0,0,4,0,0
40,100,0.005511,687,687,1000,1,1,2.0,2.748,2.748,4,483,413,13,464,470,2,2,95,92,33,77,59,30,21,49,44,16,53,32,42,40,46,21,37,28,43,6,6,19,3,2,1,1,0,0
41,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,478,422,14,448,464,0,0,108,95,28,84,43,24,12,39,47,11,18,41,37,14,21,30,57,14,30,41,39,14,36,9,1,6,1,0,0,0
42,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,484,416,18,456,459,0,0,96,94,35,75,37,26,8,29,22,6,23,18,6,18,12,5,16,12,10,16,18,8,45,15,32,39,69,10,46,27,6,13,3,3,0,2,0,0
43,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,492,408,15,455,457,0,0,109,91,32,80,50,26,29,43,41,19,27,31,42,20,90,19,31,64,25,4,10,7,2,2,2,1,1,1,1,0,0,0
44,100,0.005511,687,687,1000,215,233,199.0,2.748,2.748,398,225,277,12,456,459,199,199,96,91,37,74,34,29,7,29,27,6,1,24,14,1,0,14,8,0,0,8,1,0,0,1,0,0
45,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,470,430,12,466,470,0,0,94,96,23,78,58,19,38,52,49,33,42,36,103,32,38,65,15,8,6,10,2,1,2,0,0,0
46,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,462,438,13,443,459,0,0,108,92,22,85,62,16,5,56,89,4,4,76,86,1,0,70,74,0,0,36,10,0,0,2,2,0,0,0
47,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,423,477,16,460,460,0,0,102,94,26,88,59,21,1,50,45,0,0,38,29,0,0,27,34,0,0,32,89,0,0,89,35,0,0,35,3,0,0,3,0,0
48,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,498,402,11,459,463,0,0,104,96,27,82,42,20,29,39,43,26,29,35,84,22,38,52,93,9,6,21,3,0,0,0
49,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,461,439,21,458,468,0,0,95,94,23,79,51,20,10,47,9,9,11,7,5,11,10,5,7,10,6,7,10,6,10,10,14,10,22,14,14,19,89,11,34,64,21,9,18,5,1,2,1,0,0,0
50,100,0.005511,687,687,1000,0,0,0.0,2.748,2.748,0,467,433,17,462,456,0,0,101,87,21,74,37,17,15,32,24,12,12,22,29,10,12,25,27,9,3,24,44,3,4,41,117,0,0,72,19,0,0,5,2,0,0,0
51,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,418,482,24,462,464,0,0,89,91,28,73,27,24,12,23,13,11,5,12,9,4,0,9,17,0,0,17,29,0,0,29,22,0,0,22,20,0,0,20,40,0,0,40,73,0,0,73,30,0,0,30,4,0,0,4,0,0
52,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,478,422,13,467,454,0,0,108,93,45,74,53,31,37,40,50,33,51,40,46,41,73,14,4,47,9,1,0,6,2,0,0,2,0,0
53,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,428,472,26,463,451,0,0,107,90,31,81,40,24,17,34,34,13,2,33,19,2,3,19,19,3,2,19,8,2,2,8,8,2,3,8,14,3,3,14,30,2,0,29,49,0,0,49,31,0,0,31,4,0,0,4,2,0,0,2,0,0
54,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,430,470,21,454,461,0,0,104,87,30,68,31,25,9,31,10,9,15,8,3,13,17,2,1,16,21,1,0,21,38,0,0,38,41,0,0,41,87,0,0,87,19,0,0,19,4,0,0,4,0,0
55,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,486,414,11,459,462,0,0,117,90,33,90,82,24,13,67,70,9,7,53,122,2,2,76,38,0,0,3,2,0,0,0
56,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,450,450,13,458,467,0,0,91,91,35,75,55,31,22,46,59,17,9,50,94,7,3,82,66,1,0,38,14,0,0,12,2,0,0,0
57,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,481,419,14,456,467,0,0,99,91,51,75,29,44,29,25,16,25,29,14,17,28,51,12,83,46,53,33,15,15,6,8,3,0,0,3,0,0
58,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,422,478,18,467,467,0,0,93,93,29,76,32,24,16,30,11,15,20,10,6,19,8,5,10,7,3,10,14,3,2,14,102,2,4,98,68,0,0,68,4,0,0,4,0,0
59,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,508,392,12,464,470,0,0,83,94,35,73,68,33,35,56,53,28,45,41,122,29,52,26,11,10,2,1,1,1,1,0,0,0
60,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,482,418,13,471,458,0,0,105,91,34,82,56,28,24,43,66,21,20,56,58,12,53,29,27,36,32,6,2,11,5,0,0,3,0,0
61,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,449,451,19,469,455,0,0,96,95,15,71,38,11,3,34,21,3,2,21,27,2,7,27,15,7,14,15,21,14,46,19,18,43,63,10,18,54,34,3,9,18,2,2,0,2,0,0
62,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,436,464,16,457,457,0,0,104,87,25,86,43,22,11,42,44,9,6,39,47,4,1,45,46,1,3,46,40,3,16,32,38,8,7,33,5,2,0,5,0,0
63,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,478,422,17,465,460,0,0,88,86,30,70,37,28,25,32,33,21,20,28,41,17,31,30,22,24,39,16,38,25,29,26,36,3,2,11,3,2,2,3,2,0,0,0
64,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,462,438,22,461,471,0,0,93,93,24,72,25,20,9,22,12,6,28,11,16,27,4,15,7,3,11,6,8,10,17,7,17,16,29,12,25,24,38,18,25,31,33,11,15,19,24,2,2,11,0,2,0,0
65,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,471,429,14,460,460,0,0,90,91,40,71,39,38,28,35,29,26,14,27,39,14,9,36,76,5,12,56,90,1,0,24,5,0,0,5,0,0
66,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,425,475,21,462,465,0,0,96,91,25,62,25,22,12,23,7,12,16,7,11,16,28,10,3,27,23,3,0,23,24,0,0,24,44,0,0,44,90,0,0,90,19,0,0,19,2,0,0,2,0,0
67,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,480,420,14,461,463,0,0,95,94,40,76,43,31,21,37,41,19,30,34,68,27,22,57,59,11,50,17,3,12,6,1,1,4,1,0,0,0
68,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,492,408,16,468,462,0,0,94,92,29,70,30,22,18,27,21,17,17,20,52,15,24,43,63,17,19,40,62,13,35,22,23,5,3,3,1,2,1,0,0,0
69,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,509,391,12,463,466,0,0,94,91,39,68,59,31,30,49,37,25,16,34,42,13,28,31,81,17,77,18,3,14,3,0,0,0
70,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,460,440,14,464,461,0,0,86,93,34,71,46,31,18,41,45,16,46,31,23,33,21,19,78,20,17,66,25,6,16,10,3,3,2,0,0,0
71,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,413,487,18,462,472,0,0,78,95,36,62,38,32,17,37,12,17,10,12,23,10,3,23,39,3,0,39,74,0,0,74,61,0,0,61,18,0,0,18,4,0,0,4,0,0
72,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,477,423,17,465,458,0,0,85,94,37,68,46,26,18,36,42,18,23,36,20,17,12,16,13,10,41,12,32,33,36,20,57,9,6,24,7,1,1,3,1,0,0,0
73,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,484,416,15,455,450,0,0,122,91,30,87,51,24,22,46,26,20,37,21,18,32,71,9,41,56,47,6,10,20,4,1,3,2,1,1,1,0,0,0
74,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,459,441,14,457,453,0,0,128,92,27,102,54,20,13,51,41,11,16,37,116,12,22,86,30,2,7,23,3,0,0,3,2,0,0,2,0,0
75,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,440,460,15,449,463,0,0,91,93,24,76,36,18,9,31,27,8,11,25,15,11,19,13,21,19,100,14,14,90,64,3,4,55,5,0,0,4,0,0
76,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,476,424,12,454,462,0,0,121,95,41,97,55,34,25,49,70,22,41,47,47,25,41,27,17,21,16,4,1,3,1,0,0,0
77,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,490,410,16,458,458,0,0,98,92,18,85,44,17,6,42,23,6,7,21,26,5,2,26,47,2,6,44,120,4,41,53,49,5,1,6,2,0,0,2,0,0
78,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,495,405,13,457,453,0,0,121,90,22,96,50,20,4,48,44,3,7,39,35,4,13,30,68,10,42,38,60,17,26,10,3,0,0,0
79,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,479,421,14,456,460,0,0,102,92,33,80,26,27,16,22,21,15,18,19,46,17,25,39,42,20,30,32,82,19,29,35,8,4,1,0,0,0
80,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,500,400,12,463,458,0,0,103,86,38,79,56,30,21,46,63,19,17,52,78,8,15,61,85,6,20,12,3,1,1,0,0,0
81,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,502,398,11,459,462,0,0,119,96,29,95,75,23,19,46,53,12,29,41,63,18,34,42,50,15,26,8,5,2,0,0
82,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,497,403,14,465,450,0,0,121,94,30,91,45,24,17,38,33,14,9,32,54,8,6,42,54,4,49,25,57,19,15,10,6,2,1,0,0,0
83,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,440,460,14,462,466,0,0,100,93,42,81,38,34,22,33,20,17,16,18,19,14,12,17,89,10,17,78,55,6,3,53,6,1,1,5,0,0
84,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,480,420,14,462,455,0,0,103,94,27,81,39,20,24,33,30,23,18,28,26,14,31,20,54,26,75,18,22,44,25,7,4,10,2,2,0,0
85,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,514,386,11,462,466,0,0,119,93,25,97,59,20,8,52,53,7,28,42,100,13,50,46,65,6,4,8,3,2,0,0
86,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,501,399,12,453,475,0,0,84,95,41,61,54,30,34,39,23,26,41,19,66,35,60,38,53,34,43,13,2,7,0,2,0,0
87,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,498,402,14,459,459,0,0,95,95,29,79,50,27,22,42,28,19,36,23,40,32,24,29,89,18,60,26,16,9,5,2,2,1,2,0,0,0
88,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,457,443,20,462,469,0,0,94,92,17,81,42,14,2,36,26,2,0,24,36,0,0,34,28,0,0,26,40,0,0,38,32,0,0,26,53,0,0,43,79,0,0,23,8,0,0,4,0,0
89,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,421,479,19,471,464,0,0,81,91,23,62,32,19,17,29,12,14,23,11,4,22,41,4,3,41,40,2,0,39,86,0,0,86,51,0,0,51,6,0,0,6,2,0,0,2,0,0
90,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,465,435,12,458,467,0,0,96,93,35,78,50,32,28,47,52,24,16,40,62,12,4,43,107,1,0,60,15,0,0,5,0,0
91,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,441,459,16,466,445,0,0,115,90,22,88,64,13,16,50,54,9,4,51,53,1,0,48,64,0,0,62,44,0,0,42,3,0,0,3,2,0,0,2,0,0
92,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,469,431,14,466,463,0,0,83,97,37,66,33,33,38,30,26,33,39,22,35,36,65,20,44,50,58,11,5,31,4,1,1,1,1,0,0,0
93,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,492,408,13,470,474,0,0,68,95,43,51,30,35,30,28,36,29,33,28,59,24,51,40,47,37,58,14,30,20,7,3,0,4,0,0
94,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,480,420,12,456,466,0,0,95,92,21,82,85,17,14,74,106,12,16,93,110,4,8,40,22,2,1,2,2,0,0,2,0,0
95,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,487,413,14,465,462,0,0,95,94,29,86,68,26,18,48,50,14,15,36,22,10,17,16,47,11,33,30,43,25,41,7,9,8,0,2,0,0
96,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,470,430,20,460,460,0,0,101,92,19,76,37,14,7,35,35,7,14,28,18,13,12,17,13,11,10,12,25,9,20,21,52,16,20,47,44,15,37,11,2,4,2,1,1,1,1,0,0,0
97,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,490,410,14,458,452,0,0,122,93,35,96,62,27,21,53,41,15,18,34,41,17,26,31,44,18,50,11,24,9,3,5,2,1,1,0,0,0
98,100,0.005523,687,687,1000,0,0,0.0,2.756,2.756,0,458,442,14,453,463,0,0,99,93,30,78,47,25,20,41,30,19,12,27,25,9,12,23,80,10,18,71,55,9,24,33,4,2,2,2,0,0
99,100,0.005523,687,687,1000,1,1,2.0,2.756,2.756,4,480,416,14,462,454,2,2,103,90,29,75,52,26,11,49,36,9,8,34,41,4,33,34,45,25,66,24,42,35,9,9,5,1,0,1,0,0
100,100,0.005523,687,687,1000,1,1,2.0,2.756,2.756,4,485,411,10,458,466,2,2,111,94,36,89,86,27,18,67,144,13,10,94,65,5,13,21,1,1,1,0,0,0
101,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,490,410,11,464,460,0,0,101,93,32,77,67,24,24,57,103,11,31,76,108,3,0,61,22,0,0,8,2,0,0,0
102,100,0.005535,687,687,1000,1,1,2.0,2.76,2.76,4,481,415,13,462,440,2,2,124,86,26,86,31,20,18,28,35,15,9,35,50,9,23,44,98,17,20,56,33,8,12,9,2,2,0,0
103,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,464,436,13,464,468,0,0,103,92,15,85,39,14,3,34,24,3,5,23,68,4,10,59,89,9,12,82,81,5,13,26,2,0,0,0
104,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,467,433,12,465,450,0,0,103,91,32,78,20,28,17,19,48,16,16,44,71,14,22,60,85,11,36,58,11,9,6,5,0,0
105,100,0.005535,687,687,1000,1,1,2.0,2.76,2.76,4,463,433,14,460,466,2,2,80,91,33,63,44,31,14,44,39,14,22,39,40,22,25,34,68,19,38,47,32,17,25,9,2,2,1,1,0,0
106,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,479,421,14,468,463,0,0,91,92,28,68,36,23,20,34,27,20,11,26,40,9,7,39,102,3,2,86,111,0,0,19,4,0,0,2,0,0
107,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,495,405,11,461,461,0,0,101,93,22,87,47,18,20,44,54,20,28,48,75,23,55,36,78,15,11,21,4,0,0,0
108,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,500,400,11,459,465,0,0,104,92,34,80,43,28,17,41,34,17,40,28,33,33,104,18,81,41,8,16,2,6,0,0
109,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,446,454,15,460,458,0,0,101,88,34,78,45,32,43,32,15,35,43,13,4,40,61,1,10,55,71,6,8,64,7,1,1,6,3,0,0,3,0,0
110,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,439,461,18,467,447,0,0,108,89,23,83,41,17,14,33,24,14,9,20,29,9,4,29,39,4,1,37,53,1,0,45,56,0,0,46,32,0,0,28,6,0,0,6,0,0
111,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,462,438,13,464,467,0,0,90,98,55,75,54,41,26,39,31,21,28,28,55,22,21,45,65,11,17,52,18,2,1,4,1,0,0,0
112,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,468,432,15,470,462,0,0,99,96,27,76,52,16,14,43,17,13,20,17,19,19,24,17,32,17,28,26,84,11,21,67,29,3,1,11,1,0,0,0
113,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,506,394,13,464,459,0,0,104,92,30,77,33,23,15,30,16,13,20,14,48,16,10,37,96,5,2,69,127,1,3,17,2,0,0,0
114,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,457,443,18,462,467,0,0,104,95,35,79,25,25,8,21,19,8,21,15,27,19,9,26,33,8,13,29,56,8,8,51,59,5,19,44,11,5,8,4,1,1,1,0,0,0
115,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,491,409,14,454,458,0,0,110,89,38,74,40,30,21,34,17,18,26,13,17,23,34,13,17,30,58,15,56,43,43,10,13,17,1,0,0,0
116,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,478,422,13,462,455,0,0,108,91,17,86,59,14,7,55,41,7,11,38,67,8,8,46,103,2,13,59,39,3,3,13,2,0,0,0
117,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,437,463,18,463,459,0,0,111,90,26,79,30,17,8,27,28,8,8,28,30,8,3,30,26,3,1,26,36,1,6,34,69,4,3,67,41,1,7,35,4,1,0,4,0,0
118,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,484,416,12,456,458,0,0,126,92,31,96,52,25,10,49,58,9,11,51,88,4,11,56,91,2,0,30,6,0,0,2,0,0
119,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,468,432,16,455,461,0,0,103,93,36,84,43,29,27,36,22,23,15,19,19,14,21,16,12,19,26,9,24,24,68,7,26,45,22,1,3,11,1,2,0,0
120,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,503,397,13,456,457,0,0,110,91,23,88,34,22,9,32,25,6,5,24,61,5,21,51,158,5,14,66,41,1,0,6,2,0,0,0
121,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,478,422,13,452,464,0,0,98,91,33,83,55,28,24,46,54,16,12,48,57,12,22,44,67,9,48,30,4,11,4,2,0,2,0,0
122,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,479,421,12,455,461,0,0,100,96,34,76,56,23,13,53,65,12,5,57,66,4,7,61,79,4,42,30,9,5,3,0,0,0
123,100,0.005535,687,687,1000,303,286,253.0,2.76,2.76,506,168,226,9,457,464,253,253,88,91,25,67,31,20,12,24,7,12,3,7,1,3,1,1,0,1,0,0
124,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,418,482,22,470,468,0,0,91,93,26,74,27,22,9,24,33,8,5,30,19,4,4,19,9,4,0,9,14,0,0,14,17,0,0,17,32,0,0,32,62,0,0,62,61,0,0,61,9,0,0,9,0,0
125,100,0.005535,687,687,1000,0,0,0.0,2.76,2.76,0,424,476,32,454,464,0,0,112,93,17,83,41,13,13,36,15,10,8,15,12,8,3,12,9,3,0,9,7,0,0,7,12,0,0,12,17,0,0,17,26,0,0,26,29,0,0,29,15,0,0,15,15,0,0,15,36,0,0,36,26,0,0,26,9,0,0,9,2,0,0,2,0,0
